county,year_month,organism,drug,n_tested,n_susceptible,pct_susceptible
Utah,2024-07,Escherichia coli,Ciprofloxacin,345,248,71.9
Utah,2024-07,Escherichia coli,Fosfomycin,345,319,92.5
Utah,2024-07,Escherichia coli,Nitrofurantoin,345,322,93.3
Utah,2024-07,Escherichia coli,TMP-SMX,345,238,69.0
Utah,2024-07,Haemophilus influenzae,Amoxicillin,12,9,75.0
Utah,2024-07,Haemophilus influenzae,Amoxicillin-Clavulanate,12,12,100.0
Utah,2024-07,Haemophilus influenzae,Azithromycin,12,7,58.3
Utah,2024-07,Haemophilus influenzae,Ceftriaxone,12,12,100.0
Utah,2024-07,Haemophilus influenzae,Doxycycline,12,11,91.7
Utah,2024-07,Klebsiella pneumoniae,Amoxicillin-Clavulanate,105,79,75.2
Utah,2024-07,Klebsiella pneumoniae,Ceftriaxone,105,84,80.0
Utah,2024-07,Klebsiella pneumoniae,Ciprofloxacin,105,84,80.0
Utah,2024-07,Klebsiella pneumoniae,Ertapenem,105,97,92.4
Utah,2024-07,Klebsiella pneumoniae,Nitrofurantoin,105,35,33.3
Utah,2024-07,MRSA,Clindamycin,66,39,59.1
Utah,2024-07,MRSA,Doxycycline,66,58,87.9
Utah,2024-07,MRSA,Linezolid,66,56,84.8
Utah,2024-07,MRSA,TMP-SMX,66,57,86.4
Utah,2024-07,MRSA,Vancomycin,66,61,92.4
Utah,2024-07,Pseudomonas aeruginosa,Cefepime,72,61,84.7
Utah,2024-07,Pseudomonas aeruginosa,Ceftazidime,72,58,80.6
Utah,2024-07,Pseudomonas aeruginosa,Ciprofloxacin,72,50,69.4
Utah,2024-07,Pseudomonas aeruginosa,Meropenem,72,59,81.9
Utah,2024-07,Pseudomonas aeruginosa,Piperacillin-Tazobactam,72,58,80.6
Utah,2024-07,Staphylococcus aureus,Cephalexin,96,88,91.7
Utah,2024-07,Staphylococcus aureus,Clindamycin,96,78,81.2
Utah,2024-07,Staphylococcus aureus,Doxycycline,96,88,91.7
Utah,2024-07,Staphylococcus aureus,Oxacillin,96,90,93.8
Utah,2024-07,Staphylococcus aureus,TMP-SMX,96,86,89.6
Utah,2024-07,Staphylococcus aureus,Vancomycin,96,90,93.8
Utah,2024-07,Streptococcus pneumoniae,Amoxicillin,30,24,80.0
Utah,2024-07,Streptococcus pneumoniae,Azithromycin,30,18,60.0
Utah,2024-07,Streptococcus pneumoniae,Ceftriaxone,30,29,96.7
Utah,2024-07,Streptococcus pneumoniae,Doxycycline,30,21,70.0
Utah,2024-07,Streptococcus pneumoniae,Levofloxacin,30,27,90.0
Utah,2024-07,Streptococcus pneumoniae,Penicillin,30,25,83.3
Utah,2024-08,Enterococcus species,Ampicillin,77,59,76.6
Utah,2024-08,Enterococcus species,Linezolid,77,74,96.1
Utah,2024-08,Enterococcus species,Nitrofurantoin,77,58,75.3
Utah,2024-08,Enterococcus species,Vancomycin,77,58,75.3
Utah,2024-08,Escherichia coli,Amoxicillin-Clavulanate,371,233,62.8
Utah,2024-08,Escherichia coli,Ampicillin,371,142,38.3
Utah,2024-08,Escherichia coli,Ceftriaxone,371,306,82.5
Utah,2024-08,Escherichia coli,Ciprofloxacin,371,261,70.4
Utah,2024-08,Escherichia coli,Fosfomycin,371,352,94.9
Utah,2024-08,Escherichia coli,Nitrofurantoin,371,341,91.9
Utah,2024-08,Escherichia coli,TMP-SMX,371,282,76.0
Utah,2024-08,Haemophilus influenzae,Amoxicillin,19,12,63.2
Utah,2024-08,Haemophilus influenzae,Amoxicillin-Clavulanate,19,19,100.0
Utah,2024-08,Haemophilus influenzae,Azithromycin,19,15,78.9
Utah,2024-08,Haemophilus influenzae,Ceftriaxone,19,18,94.7
Utah,2024-08,Haemophilus influenzae,Doxycycline,19,16,84.2
Utah,2024-08,Klebsiella pneumoniae,Amoxicillin-Clavulanate,87,68,78.2
Utah,2024-08,Klebsiella pneumoniae,Ceftriaxone,87,70,80.5
Utah,2024-08,Klebsiella pneumoniae,Ciprofloxacin,87,75,86.2
Utah,2024-08,Klebsiella pneumoniae,Ertapenem,87,83,95.4
Utah,2024-08,Klebsiella pneumoniae,Nitrofurantoin,87,35,40.2
Utah,2024-08,MRSA,Clindamycin,63,34,54.0
Utah,2024-08,MRSA,Doxycycline,63,58,92.1
Utah,2024-08,MRSA,Linezolid,63,60,95.2
Utah,2024-08,MRSA,TMP-SMX,63,60,95.2
Utah,2024-08,MRSA,Vancomycin,63,59,93.7
Utah,2024-08,Pseudomonas aeruginosa,Cefepime,100,82,82.0
Utah,2024-08,Pseudomonas aeruginosa,Ceftazidime,100,84,84.0
Utah,2024-08,Pseudomonas aeruginosa,Ciprofloxacin,100,78,78.0
Utah,2024-08,Pseudomonas aeruginosa,Meropenem,100,85,85.0
Utah,2024-08,Pseudomonas aeruginosa,Piperacillin-Tazobactam,100,88,88.0
Utah,2024-08,Staphylococcus aureus,Cephalexin,105,100,95.2
Utah,2024-08,Staphylococcus aureus,Clindamycin,105,85,81.0
Utah,2024-08,Staphylococcus aureus,Doxycycline,105,96,91.4
Utah,2024-08,Staphylococcus aureus,Oxacillin,105,100,95.2
Utah,2024-08,Staphylococcus aureus,TMP-SMX,105,97,92.4
Utah,2024-08,Staphylococcus aureus,Vancomycin,105,101,96.2
Utah,2024-08,Streptococcus pneumoniae,Amoxicillin,31,26,83.9
Utah,2024-08,Streptococcus pneumoniae,Azithromycin,31,17,54.8
Utah,2024-08,Streptococcus pneumoniae,Ceftriaxone,31,27,87.1
Utah,2024-08,Streptococcus pneumoniae,Doxycycline,31,26,83.9
Utah,2024-08,Streptococcus pneumoniae,Levofloxacin,31,28,90.3
Utah,2024-08,Streptococcus pneumoniae,Penicillin,31,25,80.6
Utah,2024-09,Enterococcus species,Ampicillin,90,61,67.8
Utah,2024-09,Enterococcus species,Linezolid,90,88,97.8
Utah,2024-09,Enterococcus species,Nitrofurantoin,90,68,75.6
Utah,2024-09,Enterococcus species,Vancomycin,90,79,87.8
Utah,2024-09,Escherichia coli,Amoxicillin-Clavulanate,341,213,62.5
Utah,2024-09,Escherichia coli,Ampicillin,341,143,41.9
Utah,2024-09,Escherichia coli,Ceftriaxone,341,307,90.0
Utah,2024-09,Escherichia coli,Ciprofloxacin,341,248,72.7
Utah,2024-09,Escherichia coli,Fosfomycin,341,322,94.4
Utah,2024-09,Escherichia coli,Nitrofurantoin,341,310,90.9
Utah,2024-09,Escherichia coli,TMP-SMX,341,248,72.7
Utah,2024-09,Haemophilus influenzae,Amoxicillin,24,18,75.0
Utah,2024-09,Haemophilus influenzae,Amoxicillin-Clavulanate,24,23,95.8
Utah,2024-09,Haemophilus influenzae,Azithromycin,24,18,75.0
Utah,2024-09,Haemophilus influenzae,Ceftriaxone,24,21,87.5
Utah,2024-09,Haemophilus influenzae,Doxycycline,24,21,87.5
Utah,2024-09,Klebsiella pneumoniae,Amoxicillin-Clavulanate,123,89,72.4
Utah,2024-09,Klebsiella pneumoniae,Ceftriaxone,123,100,81.3
Utah,2024-09,Klebsiella pneumoniae,Ciprofloxacin,123,95,77.2
Utah,2024-09,Klebsiella pneumoniae,Ertapenem,123,117,95.1
Utah,2024-09,Klebsiella pneumoniae,Nitrofurantoin,123,46,37.4
Utah,2024-09,MRSA,Clindamycin,72,46,63.9
Utah,2024-09,MRSA,Doxycycline,72,64,88.9
Utah,2024-09,MRSA,Linezolid,72,69,95.8
Utah,2024-09,MRSA,TMP-SMX,72,63,87.5
Utah,2024-09,MRSA,Vancomycin,72,65,90.3
Utah,2024-09,Pseudomonas aeruginosa,Cefepime,88,71,80.7
Utah,2024-09,Pseudomonas aeruginosa,Ceftazidime,88,74,84.1
Utah,2024-09,Pseudomonas aeruginosa,Ciprofloxacin,88,67,76.1
Utah,2024-09,Pseudomonas aeruginosa,Meropenem,88,71,80.7
Utah,2024-09,Pseudomonas aeruginosa,Piperacillin-Tazobactam,88,76,86.4
Utah,2024-09,Staphylococcus aureus,Cephalexin,111,100,90.1
Utah,2024-09,Staphylococcus aureus,Clindamycin,111,90,81.1
Utah,2024-09,Staphylococcus aureus,Doxycycline,111,102,91.9
Utah,2024-09,Staphylococcus aureus,Oxacillin,111,107,96.4
Utah,2024-09,Staphylococcus aureus,TMP-SMX,111,97,87.4
Utah,2024-09,Staphylococcus aureus,Vancomycin,111,105,94.6
Utah,2024-09,Streptococcus pneumoniae,Amoxicillin,18,15,83.3
Utah,2024-09,Streptococcus pneumoniae,Azithromycin,18,12,66.7
Utah,2024-09,Streptococcus pneumoniae,Ceftriaxone,18,15,83.3
Utah,2024-09,Streptococcus pneumoniae,Doxycycline,18,15,83.3
Utah,2024-09,Streptococcus pneumoniae,Levofloxacin,18,17,94.4
Utah,2024-09,Streptococcus pneumoniae,Penicillin,18,15,83.3
Utah,2024-10,Enterococcus species,Ampicillin,76,53,69.7
Utah,2024-10,Enterococcus species,Linezolid,76,73,96.1
Utah,2024-10,Enterococcus species,Nitrofurantoin,76,63,82.9
Utah,2024-10,Enterococcus species,Vancomycin,76,64,84.2
Utah,2024-10,Escherichia coli,Amoxicillin-Clavulanate,378,239,63.2
Utah,2024-10,Escherichia coli,Ampicillin,378,159,42.1
Utah,2024-10,Escherichia coli,Ceftriaxone,378,342,90.5
Utah,2024-10,Escherichia coli,Ciprofloxacin,378,267,70.6
Utah,2024-10,Escherichia coli,Fosfomycin,378,344,91.0
Utah,2024-10,Escherichia coli,Nitrofurantoin,378,342,90.5
Utah,2024-10,Escherichia coli,TMP-SMX,378,270,71.4
Utah,2024-10,Haemophilus influenzae,Amoxicillin,30,23,76.7
Utah,2024-10,Haemophilus influenzae,Amoxicillin-Clavulanate,30,29,96.7
Utah,2024-10,Haemophilus influenzae,Azithromycin,30,27,90.0
Utah,2024-10,Haemophilus influenzae,Ceftriaxone,30,27,90.0
Utah,2024-10,Haemophilus influenzae,Doxycycline,30,28,93.3
Utah,2024-10,Klebsiella pneumoniae,Amoxicillin-Clavulanate,104,80,76.9
Utah,2024-10,Klebsiella pneumoniae,Ceftriaxone,104,85,81.7
Utah,2024-10,Klebsiella pneumoniae,Ciprofloxacin,104,82,78.8
Utah,2024-10,Klebsiella pneumoniae,Ertapenem,104,97,93.3
Utah,2024-10,Klebsiella pneumoniae,Nitrofurantoin,104,45,43.3
Utah,2024-10,MRSA,Clindamycin,62,40,64.5
Utah,2024-10,MRSA,Doxycycline,62,60,96.8
Utah,2024-10,MRSA,Linezolid,62,59,95.2
Utah,2024-10,MRSA,TMP-SMX,62,57,91.9
Utah,2024-10,MRSA,Vancomycin,62,61,98.4
Utah,2024-10,Pseudomonas aeruginosa,Cefepime,97,73,75.3
Utah,2024-10,Pseudomonas aeruginosa,Ceftazidime,97,89,91.8
Utah,2024-10,Pseudomonas aeruginosa,Ciprofloxacin,97,79,81.4
Utah,2024-10,Pseudomonas aeruginosa,Meropenem,97,75,77.3
Utah,2024-10,Pseudomonas aeruginosa,Piperacillin-Tazobactam,97,79,81.4
Utah,2024-10,Staphylococcus aureus,Cephalexin,132,121,91.7
Utah,2024-10,Staphylococcus aureus,Clindamycin,132,106,80.3
Utah,2024-10,Staphylococcus aureus,Doxycycline,132,119,90.2
Utah,2024-10,Staphylococcus aureus,Oxacillin,132,127,96.2
Utah,2024-10,Staphylococcus aureus,TMP-SMX,132,126,95.5
Utah,2024-10,Staphylococcus aureus,Vancomycin,132,126,95.5
Utah,2024-10,Streptococcus pneumoniae,Amoxicillin,32,28,87.5
Utah,2024-10,Streptococcus pneumoniae,Azithromycin,32,15,46.9
Utah,2024-10,Streptococcus pneumoniae,Ceftriaxone,32,29,90.6
Utah,2024-10,Streptococcus pneumoniae,Doxycycline,32,24,75.0
Utah,2024-10,Streptococcus pneumoniae,Levofloxacin,32,29,90.6
Utah,2024-10,Streptococcus pneumoniae,Penicillin,32,24,75.0
Utah,2024-11,Enterococcus species,Ampicillin,60,45,75.0
Utah,2024-11,Enterococcus species,Linezolid,60,60,100.0
Utah,2024-11,Enterococcus species,Nitrofurantoin,60,51,85.0
Utah,2024-11,Enterococcus species,Vancomycin,60,48,80.0
Utah,2024-11,Escherichia coli,Amoxicillin-Clavulanate,388,253,65.2
Utah,2024-11,Escherichia coli,Ampicillin,388,157,40.5
Utah,2024-11,Escherichia coli,Ceftriaxone,388,326,84.0
Utah,2024-11,Escherichia coli,Ciprofloxacin,388,274,70.6
Utah,2024-11,Escherichia coli,Fosfomycin,388,374,96.4
Utah,2024-11,Escherichia coli,Nitrofurantoin,388,350,90.2
Utah,2024-11,Escherichia coli,TMP-SMX,388,275,70.9
Utah,2024-11,Haemophilus influenzae,Amoxicillin,29,17,58.6
Utah,2024-11,Haemophilus influenzae,Amoxicillin-Clavulanate,29,28,96.6
Utah,2024-11,Haemophilus influenzae,Azithromycin,29,23,79.3
Utah,2024-11,Haemophilus influenzae,Ceftriaxone,29,26,89.7
Utah,2024-11,Haemophilus influenzae,Doxycycline,29,23,79.3
Utah,2024-11,Klebsiella pneumoniae,Amoxicillin-Clavulanate,101,79,78.2
Utah,2024-11,Klebsiella pneumoniae,Ceftriaxone,101,77,76.2
Utah,2024-11,Klebsiella pneumoniae,Ciprofloxacin,101,79,78.2
Utah,2024-11,Klebsiella pneumoniae,Ertapenem,101,89,88.1
Utah,2024-11,Klebsiella pneumoniae,Nitrofurantoin,101,38,37.6
Utah,2024-11,MRSA,Clindamycin,64,41,64.1
Utah,2024-11,MRSA,Doxycycline,64,53,82.8
Utah,2024-11,MRSA,Linezolid,64,60,93.8
Utah,2024-11,MRSA,TMP-SMX,64,59,92.2
Utah,2024-11,MRSA,Vancomycin,64,62,96.9
Utah,2024-11,Pseudomonas aeruginosa,Cefepime,103,80,77.7
Utah,2024-11,Pseudomonas aeruginosa,Ceftazidime,103,87,84.5
Utah,2024-11,Pseudomonas aeruginosa,Ciprofloxacin,103,79,76.7
Utah,2024-11,Pseudomonas aeruginosa,Meropenem,103,85,82.5
Utah,2024-11,Pseudomonas aeruginosa,Piperacillin-Tazobactam,103,86,83.5
Utah,2024-11,Staphylococcus aureus,Cephalexin,104,99,95.2
Utah,2024-11,Staphylococcus aureus,Clindamycin,104,82,78.8
Utah,2024-11,Staphylococcus aureus,Doxycycline,104,93,89.4
Utah,2024-11,Staphylococcus aureus,Oxacillin,104,100,96.2
Utah,2024-11,Staphylococcus aureus,TMP-SMX,104,99,95.2
Utah,2024-11,Staphylococcus aureus,Vancomycin,104,102,98.1
Utah,2024-11,Streptococcus pneumoniae,Amoxicillin,36,32,88.9
Utah,2024-11,Streptococcus pneumoniae,Azithromycin,36,18,50.0
Utah,2024-11,Streptococcus pneumoniae,Ceftriaxone,36,34,94.4
Utah,2024-11,Streptococcus pneumoniae,Doxycycline,36,33,91.7
Utah,2024-11,Streptococcus pneumoniae,Levofloxacin,36,35,97.2
Utah,2024-11,Streptococcus pneumoniae,Penicillin,36,32,88.9
Utah,2024-12,Enterococcus species,Ampicillin,88,65,73.9
Utah,2024-12,Enterococcus species,Linezolid,88,81,92.0
Utah,2024-12,Enterococcus species,Nitrofurantoin,88,75,85.2
Utah,2024-12,Enterococcus species,Vancomycin,88,67,76.1
Utah,2024-12,Escherichia coli,Amoxicillin-Clavulanate,384,263,68.5
Utah,2024-12,Escherichia coli,Ampicillin,384,164,42.7
Utah,2024-12,Escherichia coli,Ceftriaxone,384,337,87.8
Utah,2024-12,Escherichia coli,Ciprofloxacin,384,278,72.4
Utah,2024-12,Escherichia coli,Fosfomycin,384,358,93.2
Utah,2024-12,Escherichia coli,Nitrofurantoin,384,351,91.4
Utah,2024-12,Escherichia coli,TMP-SMX,384,283,73.7
Utah,2024-12,Haemophilus influenzae,Amoxicillin,24,20,83.3
Utah,2024-12,Haemophilus influenzae,Amoxicillin-Clavulanate,24,22,91.7
Utah,2024-12,Haemophilus influenzae,Azithromycin,24,22,91.7
Utah,2024-12,Haemophilus influenzae,Ceftriaxone,24,23,95.8
Utah,2024-12,Haemophilus influenzae,Doxycycline,24,23,95.8
Utah,2024-12,Klebsiella pneumoniae,Amoxicillin-Clavulanate,135,100,74.1
Utah,2024-12,Klebsiella pneumoniae,Ceftriaxone,135,105,77.8
Utah,2024-12,Klebsiella pneumoniae,Ciprofloxacin,135,104,77.0
Utah,2024-12,Klebsiella pneumoniae,Ertapenem,135,125,92.6
Utah,2024-12,Klebsiella pneumoniae,Nitrofurantoin,135,54,40.0
Utah,2024-12,MRSA,Clindamycin,63,38,60.3
Utah,2024-12,MRSA,Doxycycline,63,53,84.1
Utah,2024-12,MRSA,Linezolid,63,57,90.5
Utah,2024-12,MRSA,TMP-SMX,63,54,85.7
Utah,2024-12,MRSA,Vancomycin,63,61,96.8
Utah,2024-12,Pseudomonas aeruginosa,Cefepime,113,98,86.7
Utah,2024-12,Pseudomonas aeruginosa,Ceftazidime,113,99,87.6
Utah,2024-12,Pseudomonas aeruginosa,Ciprofloxacin,113,84,74.3
Utah,2024-12,Pseudomonas aeruginosa,Meropenem,113,93,82.3
Utah,2024-12,Pseudomonas aeruginosa,Piperacillin-Tazobactam,113,85,75.2
Utah,2024-12,Staphylococcus aureus,Cephalexin,112,105,93.8
Utah,2024-12,Staphylococcus aureus,Clindamycin,112,95,84.8
Utah,2024-12,Staphylococcus aureus,Doxycycline,112,104,92.9
Utah,2024-12,Staphylococcus aureus,Oxacillin,112,108,96.4
Utah,2024-12,Staphylococcus aureus,TMP-SMX,112,107,95.5
Utah,2024-12,Staphylococcus aureus,Vancomycin,112,109,97.3
Utah,2024-12,Streptococcus pneumoniae,Amoxicillin,38,34,89.5
Utah,2024-12,Streptococcus pneumoniae,Azithromycin,38,24,63.2
Utah,2024-12,Streptococcus pneumoniae,Ceftriaxone,38,33,86.8
Utah,2024-12,Streptococcus pneumoniae,Doxycycline,38,29,76.3
Utah,2024-12,Streptococcus pneumoniae,Levofloxacin,38,34,89.5
Utah,2024-12,Streptococcus pneumoniae,Penicillin,38,31,81.6
Utah,2025-01,Enterococcus species,Ampicillin,90,68,75.6
Utah,2025-01,Enterococcus species,Linezolid,90,89,98.9
Utah,2025-01,Enterococcus species,Nitrofurantoin,90,58,64.4
Utah,2025-01,Enterococcus species,Vancomycin,90,81,90.0
Utah,2025-01,Escherichia coli,Amoxicillin-Clavulanate,358,234,65.4
Utah,2025-01,Escherichia coli,Ampicillin,358,143,39.9
Utah,2025-01,Escherichia coli,Ceftriaxone,358,322,89.9
Utah,2025-01,Escherichia coli,Ciprofloxacin,358,244,68.2
Utah,2025-01,Escherichia coli,Fosfomycin,358,328,91.6
Utah,2025-01,Escherichia coli,Nitrofurantoin,358,318,88.8
Utah,2025-01,Escherichia coli,TMP-SMX,358,259,72.3
Utah,2025-01,Haemophilus influenzae,Amoxicillin,28,23,82.1
Utah,2025-01,Haemophilus influenzae,Amoxicillin-Clavulanate,28,21,75.0
Utah,2025-01,Haemophilus influenzae,Azithromycin,28,25,89.3
Utah,2025-01,Haemophilus influenzae,Ceftriaxone,28,27,96.4
Utah,2025-01,Haemophilus influenzae,Doxycycline,28,25,89.3
Utah,2025-01,Klebsiella pneumoniae,Amoxicillin-Clavulanate,124,90,72.6
Utah,2025-01,Klebsiella pneumoniae,Ceftriaxone,124,101,81.5
Utah,2025-01,Klebsiella pneumoniae,Ciprofloxacin,124,84,67.7
Utah,2025-01,Klebsiella pneumoniae,Ertapenem,124,114,91.9
Utah,2025-01,Klebsiella pneumoniae,Nitrofurantoin,124,37,29.8
Utah,2025-01,MRSA,Clindamycin,61,38,62.3
Utah,2025-01,MRSA,Doxycycline,61,55,90.2
Utah,2025-01,MRSA,Linezolid,61,57,93.4
Utah,2025-01,MRSA,TMP-SMX,61,52,85.2
Utah,2025-01,MRSA,Vancomycin,61,60,98.4
Utah,2025-01,Pseudomonas aeruginosa,Cefepime,87,68,78.2
Utah,2025-01,Pseudomonas aeruginosa,Ceftazidime,87,79,90.8
Utah,2025-01,Pseudomonas aeruginosa,Ciprofloxacin,87,62,71.3
Utah,2025-01,Pseudomonas aeruginosa,Meropenem,87,70,80.5
Utah,2025-01,Pseudomonas aeruginosa,Piperacillin-Tazobactam,87,64,73.6
Utah,2025-01,Staphylococcus aureus,Cephalexin,104,100,96.2
Utah,2025-01,Staphylococcus aureus,Clindamycin,104,79,76.0
Utah,2025-01,Staphylococcus aureus,Doxycycline,104,94,90.4
Utah,2025-01,Staphylococcus aureus,Oxacillin,104,100,96.2
Utah,2025-01,Staphylococcus aureus,TMP-SMX,104,96,92.3
Utah,2025-01,Staphylococcus aureus,Vancomycin,104,102,98.1
Utah,2025-01,Streptococcus pneumoniae,Amoxicillin,33,27,81.8
Utah,2025-01,Streptococcus pneumoniae,Azithromycin,33,20,60.6
Utah,2025-01,Streptococcus pneumoniae,Ceftriaxone,33,31,93.9
Utah,2025-01,Streptococcus pneumoniae,Doxycycline,33,26,78.8
Utah,2025-01,Streptococcus pneumoniae,Levofloxacin,33,29,87.9
Utah,2025-01,Streptococcus pneumoniae,Penicillin,33,26,78.8
Utah,2025-02,Enterococcus species,Ampicillin,89,55,61.8
Utah,2025-02,Enterococcus species,Linezolid,89,86,96.6
Utah,2025-02,Enterococcus species,Nitrofurantoin,89,66,74.2
Utah,2025-02,Enterococcus species,Vancomycin,89,76,85.4
Utah,2025-02,Escherichia coli,Amoxicillin-Clavulanate,359,234,65.2
Utah,2025-02,Escherichia coli,Ampicillin,359,145,40.4
Utah,2025-02,Escherichia coli,Ceftriaxone,359,318,88.6
Utah,2025-02,Escherichia coli,Ciprofloxacin,359,258,71.9
Utah,2025-02,Escherichia coli,Fosfomycin,359,333,92.8
Utah,2025-02,Escherichia coli,Nitrofurantoin,359,325,90.5
Utah,2025-02,Escherichia coli,TMP-SMX,359,266,74.1
Utah,2025-02,Haemophilus influenzae,Amoxicillin,23,15,65.2
Utah,2025-02,Haemophilus influenzae,Amoxicillin-Clavulanate,23,21,91.3
Utah,2025-02,Haemophilus influenzae,Azithromycin,23,21,91.3
Utah,2025-02,Haemophilus influenzae,Ceftriaxone,23,22,95.7
Utah,2025-02,Haemophilus influenzae,Doxycycline,23,23,100.0
Utah,2025-02,Klebsiella pneumoniae,Amoxicillin-Clavulanate,118,76,64.4
Utah,2025-02,Klebsiella pneumoniae,Ceftriaxone,118,102,86.4
Utah,2025-02,Klebsiella pneumoniae,Ciprofloxacin,118,83,70.3
Utah,2025-02,Klebsiella pneumoniae,Ertapenem,118,110,93.2
Utah,2025-02,Klebsiella pneumoniae,Nitrofurantoin,118,43,36.4
Utah,2025-02,MRSA,Clindamycin,68,43,63.2
Utah,2025-02,MRSA,Doxycycline,68,62,91.2
Utah,2025-02,MRSA,Linezolid,68,67,98.5
Utah,2025-02,MRSA,TMP-SMX,68,60,88.2
Utah,2025-02,MRSA,Vancomycin,68,65,95.6
Utah,2025-02,Pseudomonas aeruginosa,Cefepime,98,76,77.6
Utah,2025-02,Pseudomonas aeruginosa,Ceftazidime,98,81,82.7
Utah,2025-02,Pseudomonas aeruginosa,Ciprofloxacin,98,77,78.6
Utah,2025-02,Pseudomonas aeruginosa,Meropenem,98,81,82.7
Utah,2025-02,Pseudomonas aeruginosa,Piperacillin-Tazobactam,98,77,78.6
Utah,2025-02,Staphylococcus aureus,Cephalexin,122,119,97.5
Utah,2025-02,Staphylococcus aureus,Clindamycin,122,96,78.7
Utah,2025-02,Staphylococcus aureus,Doxycycline,122,113,92.6
Utah,2025-02,Staphylococcus aureus,Oxacillin,122,119,97.5
Utah,2025-02,Staphylococcus aureus,TMP-SMX,122,118,96.7
Utah,2025-02,Staphylococcus aureus,Vancomycin,122,116,95.1
Utah,2025-02,Streptococcus pneumoniae,Amoxicillin,35,33,94.3
Utah,2025-02,Streptococcus pneumoniae,Azithromycin,35,17,48.6
Utah,2025-02,Streptococcus pneumoniae,Ceftriaxone,35,30,85.7
Utah,2025-02,Streptococcus pneumoniae,Doxycycline,35,31,88.6
Utah,2025-02,Streptococcus pneumoniae,Levofloxacin,35,34,97.1
Utah,2025-02,Streptococcus pneumoniae,Penicillin,35,26,74.3
Utah,2025-03,Enterococcus species,Ampicillin,89,62,69.7
Utah,2025-03,Enterococcus species,Linezolid,89,86,96.6
Utah,2025-03,Enterococcus species,Nitrofurantoin,89,70,78.7
Utah,2025-03,Enterococcus species,Vancomycin,89,72,80.9
Utah,2025-03,Escherichia coli,Amoxicillin-Clavulanate,348,217,62.4
Utah,2025-03,Escherichia coli,Ampicillin,348,144,41.4
Utah,2025-03,Escherichia coli,Ceftriaxone,348,300,86.2
Utah,2025-03,Escherichia coli,Ciprofloxacin,348,241,69.3
Utah,2025-03,Escherichia coli,Fosfomycin,348,318,91.4
Utah,2025-03,Escherichia coli,Nitrofurantoin,348,306,87.9
Utah,2025-03,Escherichia coli,TMP-SMX,348,238,68.4
Utah,2025-03,Haemophilus influenzae,Amoxicillin,25,17,68.0
Utah,2025-03,Haemophilus influenzae,Amoxicillin-Clavulanate,25,23,92.0
Utah,2025-03,Haemophilus influenzae,Azithromycin,25,19,76.0
Utah,2025-03,Haemophilus influenzae,Ceftriaxone,25,23,92.0
Utah,2025-03,Haemophilus influenzae,Doxycycline,25,22,88.0
Utah,2025-03,Klebsiella pneumoniae,Amoxicillin-Clavulanate,107,77,72.0
Utah,2025-03,Klebsiella pneumoniae,Ceftriaxone,107,85,79.4
Utah,2025-03,Klebsiella pneumoniae,Ciprofloxacin,107,83,77.6
Utah,2025-03,Klebsiella pneumoniae,Ertapenem,107,98,91.6
Utah,2025-03,Klebsiella pneumoniae,Nitrofurantoin,107,40,37.4
Utah,2025-03,MRSA,Clindamycin,54,39,72.2
Utah,2025-03,MRSA,Doxycycline,54,49,90.7
Utah,2025-03,MRSA,Linezolid,54,53,98.1
Utah,2025-03,MRSA,TMP-SMX,54,49,90.7
Utah,2025-03,MRSA,Vancomycin,54,53,98.1
Utah,2025-03,Pseudomonas aeruginosa,Cefepime,89,73,82.0
Utah,2025-03,Pseudomonas aeruginosa,Ceftazidime,89,74,83.1
Utah,2025-03,Pseudomonas aeruginosa,Ciprofloxacin,89,67,75.3
Utah,2025-03,Pseudomonas aeruginosa,Meropenem,89,71,79.8
Utah,2025-03,Pseudomonas aeruginosa,Piperacillin-Tazobactam,89,69,77.5
Utah,2025-03,Staphylococcus aureus,Cephalexin,116,114,98.3
Utah,2025-03,Staphylococcus aureus,Clindamycin,116,98,84.5
Utah,2025-03,Staphylococcus aureus,Doxycycline,116,107,92.2
Utah,2025-03,Staphylococcus aureus,Oxacillin,116,113,97.4
Utah,2025-03,Staphylococcus aureus,TMP-SMX,116,111,95.7
Utah,2025-03,Staphylococcus aureus,Vancomycin,116,108,93.1
Utah,2025-03,Streptococcus pneumoniae,Amoxicillin,32,28,87.5
Utah,2025-03,Streptococcus pneumoniae,Azithromycin,32,20,62.5
Utah,2025-03,Streptococcus pneumoniae,Ceftriaxone,32,27,84.4
Utah,2025-03,Streptococcus pneumoniae,Doxycycline,32,23,71.9
Utah,2025-03,Streptococcus pneumoniae,Levofloxacin,32,30,93.8
Utah,2025-03,Streptococcus pneumoniae,Penicillin,32,24,75.0
Utah,2025-04,Enterococcus species,Ampicillin,88,65,73.9
Utah,2025-04,Enterococcus species,Linezolid,88,82,93.2
Utah,2025-04,Enterococcus species,Nitrofurantoin,88,72,81.8
Utah,2025-04,Enterococcus species,Vancomycin,88,73,83.0
Utah,2025-04,Escherichia coli,Amoxicillin-Clavulanate,337,218,64.7
Utah,2025-04,Escherichia coli,Ampicillin,337,135,40.1
Utah,2025-04,Escherichia coli,Ceftriaxone,337,300,89.0
Utah,2025-04,Escherichia coli,Ciprofloxacin,337,232,68.8
Utah,2025-04,Escherichia coli,Fosfomycin,337,313,92.9
Utah,2025-04,Escherichia coli,Nitrofurantoin,337,298,88.4
