patient_zip,county,organism,drug,n_tested,n_susceptible,pct_susceptible,window_start,window_end
84770,Washington,Streptococcus pneumoniae,Amoxicillin,3,3,100.0,2026-03-31,2026-04-30
84770,Washington,Streptococcus pneumoniae,Azithromycin,3,0,0.0,2026-03-31,2026-04-30
84770,Washington,Streptococcus pneumoniae,Ceftriaxone,3,3,100.0,2026-03-31,2026-04-30
84770,Washington,Streptococcus pneumoniae,Doxycycline,3,3,100.0,2026-03-31,2026-04-30
84770,Washington,Streptococcus pneumoniae,Levofloxacin,3,3,100.0,2026-03-31,2026-04-30
84770,Washington,Streptococcus pneumoniae,Penicillin,3,2,66.7,2026-03-31,2026-04-30
84771,Washington,Enterococcus species,Ampicillin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Enterococcus species,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Enterococcus species,Nitrofurantoin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Enterococcus species,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Amoxicillin-Clavulanate,11,7,63.6,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Ampicillin,11,5,45.5,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Ceftriaxone,11,10,90.9,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Ciprofloxacin,11,7,63.6,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Fosfomycin,11,9,81.8,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,Nitrofurantoin,11,11,100.0,2026-03-31,2026-04-30
84771,Washington,Escherichia coli,TMP-SMX,11,11,100.0,2026-03-31,2026-04-30
84771,Washington,Haemophilus influenzae,Amoxicillin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Haemophilus influenzae,Amoxicillin-Clavulanate,1,0,0.0,2026-03-31,2026-04-30
84771,Washington,Haemophilus influenzae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Haemophilus influenzae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Haemophilus influenzae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,4,1,25.0,2026-03-31,2026-04-30
84771,Washington,Klebsiella pneumoniae,Ceftriaxone,4,2,50.0,2026-03-31,2026-04-30
84771,Washington,Klebsiella pneumoniae,Ciprofloxacin,4,3,75.0,2026-03-31,2026-04-30
84771,Washington,Klebsiella pneumoniae,Ertapenem,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Klebsiella pneumoniae,Nitrofurantoin,4,3,75.0,2026-03-31,2026-04-30
84771,Washington,Pseudomonas aeruginosa,Cefepime,3,2,66.7,2026-03-31,2026-04-30
84771,Washington,Pseudomonas aeruginosa,Ceftazidime,3,3,100.0,2026-03-31,2026-04-30
84771,Washington,Pseudomonas aeruginosa,Ciprofloxacin,3,3,100.0,2026-03-31,2026-04-30
84771,Washington,Pseudomonas aeruginosa,Meropenem,3,3,100.0,2026-03-31,2026-04-30
84771,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,3,3,100.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,Cephalexin,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,Clindamycin,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,Doxycycline,4,3,75.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,Oxacillin,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,TMP-SMX,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Staphylococcus aureus,Vancomycin,4,4,100.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Amoxicillin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Azithromycin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Doxycycline,1,0,0.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Levofloxacin,1,1,100.0,2026-03-31,2026-04-30
84771,Washington,Streptococcus pneumoniae,Penicillin,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Enterococcus species,Ampicillin,2,1,50.0,2026-03-31,2026-04-30
84780,Washington,Enterococcus species,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Enterococcus species,Nitrofurantoin,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Enterococcus species,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Amoxicillin-Clavulanate,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Ampicillin,2,0,0.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Ceftriaxone,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Ciprofloxacin,2,1,50.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Fosfomycin,2,1,50.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,Nitrofurantoin,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Escherichia coli,TMP-SMX,2,2,100.0,2026-03-31,2026-04-30
84780,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Klebsiella pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Klebsiella pneumoniae,Ciprofloxacin,1,0,0.0,2026-03-31,2026-04-30
84780,Washington,Klebsiella pneumoniae,Ertapenem,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Klebsiella pneumoniae,Nitrofurantoin,1,0,0.0,2026-03-31,2026-04-30
84780,Washington,Pseudomonas aeruginosa,Cefepime,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Pseudomonas aeruginosa,Ceftazidime,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Pseudomonas aeruginosa,Ciprofloxacin,1,0,0.0,2026-03-31,2026-04-30
84780,Washington,Pseudomonas aeruginosa,Meropenem,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,Cephalexin,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,Oxacillin,1,1,100.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,TMP-SMX,1,0,0.0,2026-03-31,2026-04-30
84780,Washington,Staphylococcus aureus,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Enterococcus species,Ampicillin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Enterococcus species,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Enterococcus species,Nitrofurantoin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Enterococcus species,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Amoxicillin-Clavulanate,8,7,87.5,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Ampicillin,8,3,37.5,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Ceftriaxone,8,8,100.0,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Ciprofloxacin,8,7,87.5,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Fosfomycin,8,8,100.0,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,Nitrofurantoin,8,6,75.0,2026-03-31,2026-04-30
84782,Washington,Escherichia coli,TMP-SMX,8,5,62.5,2026-03-31,2026-04-30
84782,Washington,MRSA,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,MRSA,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,MRSA,Linezolid,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,MRSA,TMP-SMX,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,MRSA,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,Cephalexin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,Clindamycin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,Oxacillin,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,TMP-SMX,1,1,100.0,2026-03-31,2026-04-30
84782,Washington,Staphylococcus aureus,Vancomycin,1,1,100.0,2026-03-31,2026-04-30
84790,Washington,Enterococcus species,Ampicillin,5,4,80.0,2026-03-31,2026-04-30
84790,Washington,Enterococcus species,Linezolid,5,4,80.0,2026-03-31,2026-04-30
84790,Washington,Enterococcus species,Nitrofurantoin,5,5,100.0,2026-03-31,2026-04-30
84790,Washington,Enterococcus species,Vancomycin,5,3,60.0,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Amoxicillin-Clavulanate,22,15,68.2,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Ampicillin,22,9,40.9,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Ceftriaxone,22,21,95.5,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Ciprofloxacin,22,15,68.2,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Fosfomycin,22,21,95.5,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,Nitrofurantoin,22,20,90.9,2026-03-31,2026-04-30
84790,Washington,Escherichia coli,TMP-SMX,22,16,72.7,2026-03-31,2026-04-30
84790,Washington,Klebsiella pneumoniae,Amoxicillin-Clavulanate,7,6,85.7,2026-03-31,2026-04-30
84790,Washington,Klebsiella pneumoniae,Ceftriaxone,7,6,85.7,2026-03-31,2026-04-30
84790,Washington,Klebsiella pneumoniae,Ciprofloxacin,7,3,42.9,2026-03-31,2026-04-30
84790,Washington,Klebsiella pneumoniae,Ertapenem,7,6,85.7,2026-03-31,2026-04-30
84790,Washington,Klebsiella pneumoniae,Nitrofurantoin,7,2,28.6,2026-03-31,2026-04-30
84790,Washington,MRSA,Clindamycin,2,2,100.0,2026-03-31,2026-04-30
84790,Washington,MRSA,Doxycycline,2,2,100.0,2026-03-31,2026-04-30
84790,Washington,MRSA,Linezolid,2,2,100.0,2026-03-31,2026-04-30
84790,Washington,MRSA,TMP-SMX,2,1,50.0,2026-03-31,2026-04-30
84790,Washington,MRSA,Vancomycin,2,2,100.0,2026-03-31,2026-04-30
84790,Washington,Pseudomonas aeruginosa,Cefepime,8,6,75.0,2026-03-31,2026-04-30
84790,Washington,Pseudomonas aeruginosa,Ceftazidime,8,7,87.5,2026-03-31,2026-04-30
84790,Washington,Pseudomonas aeruginosa,Ciprofloxacin,8,5,62.5,2026-03-31,2026-04-30
84790,Washington,Pseudomonas aeruginosa,Meropenem,8,7,87.5,2026-03-31,2026-04-30
84790,Washington,Pseudomonas aeruginosa,Piperacillin-Tazobactam,8,4,50.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,Cephalexin,10,10,100.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,Clindamycin,10,9,90.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,Doxycycline,10,9,90.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,Oxacillin,10,9,90.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,TMP-SMX,10,7,70.0,2026-03-31,2026-04-30
84790,Washington,Staphylococcus aureus,Vancomycin,10,10,100.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Amoxicillin,1,0,0.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Azithromycin,1,0,0.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Ceftriaxone,1,1,100.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Doxycycline,1,1,100.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Levofloxacin,1,1,100.0,2026-03-31,2026-04-30
84790,Washington,Streptococcus pneumoniae,Penicillin,1,1,100.0,2026-03-31,2026-04-30
